"Tiempo","Frecuencia (Hz)","ESTACION","FECHA SUSCRIPCION","TIPO","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","FM (Hz)","Arch_ Info"
"25/07/2025  7:47:13,755","   105500000"," ","16/01/2024  13:57:40,000","R","  43,4","      499687","         194","       79990",
"25/07/2025  7:47:13,755","   105700000"," ","16/01/2024  13:57:40,000","R","  47,6","      499687","        1193","       79955",
"25/07/2025  7:47:13,755","   105900000"," ","16/01/2024  13:57:40,000","R","  46,5","      499687","         -53","       79997",
"25/07/2025  7:47:13,755","   106100000"," ","16/01/2024  13:57:40,000","R","  47,4","      499687","        -254","       79907",
"25/07/2025  7:47:13,755","   106300000"," ","16/01/2024  13:57:40,000","R","  41,3","      186562","         -25","       79970",
"25/07/2025  7:47:13,755","   106500000","ESTELAR FM","02/03/2021  13:57:40,000","M","  75,4","      271250","        1834","       79921",
"25/07/2025  7:47:13,755","   106700000"," ","16/01/2024  13:57:40,000","R","  44,9","      163750","        -639","       79995",
"25/07/2025  7:47:13,755","   106900000"," ","16/01/2024  13:57:40,000","R","  49,4","      499687","       -1485","       79952",
"25/07/2025  7:47:13,755","   107100000"," ","16/01/2024  13:57:40,000","R","  44,9","      499687","        -794","       79940",
"25/07/2025  7:47:13,755","   107300000","LA VOZ DE ARUTAM (NO AUTORIZADA)","02/07/2004  13:57:40,000","M","  52,2","      499687","        1811","       79940",
"25/07/2025  7:47:13,755","   107500000"," ","16/01/2024  13:57:40,000","R","  47,4","      499687","         -28","       79950",
"25/07/2025  7:47:13,755","   107700000"," ","16/01/2024  13:57:40,000","R","  52,7","      499687","       -1743","       79913",
"25/07/2025  7:47:13,755","   107900000"," ","16/01/2024  13:57:40,000","R","  45,1","      499687","        -853","       79980",
"25/07/2025  7:47:13,755","   108000000"," ","16/01/2024  13:57:40,000","R","  46,5","      499687","       10563","       79967",
"25/07/2025  7:47:35,012","    88100000"," ","16/01/2024  13:57:40,000","R","  60,5","      499687","      -23529","       79985",
"25/07/2025  7:47:35,012","    88300000"," ","16/01/2024  13:57:40,000","R","  53,0","      118125","       -2132","       79958",
"25/07/2025  7:47:35,012","    88500000","PUBLICA FM","27/11/2015  13:57:40,000","R","  82,1","      134375","          -1","       46085",
"25/07/2025  7:47:35,012","    88700000"," ","16/01/2024  13:57:40,000","R","  50,5","      115000","        -386","       79952",
"25/07/2025  7:47:35,012","    88900000"," ","16/01/2024  13:57:40,000","R","  58,8","      499687","       -5293","       79962",
"25/07/2025  7:47:35,012","    89100000"," ","16/01/2024  13:57:40,000","R","  53,7","      499687","        2961","       79909",
"25/07/2025  7:47:35,012","    89300000","RADIO MORONA NO autorizada","04/03/2021  13:57:40,000","M","  63,4","      171875","      -24663","       79954",
"25/07/2025  7:47:35,012","    89500000"," ","16/01/2024  13:57:40,000","R"," 101,0","      236562","         166","       34681",
"25/07/2025  7:47:35,012","    89700000","LA VOZ DE LA NAE","08/09/2021  13:57:40,000","M","  59,6","      125625","       -1864","       79937",
"25/07/2025  7:47:35,012","    89900000"," ","16/01/2024  13:57:40,000","R","  55,1","      499687","        -424","       79950",
"25/07/2025  7:47:35,012","    90100000"," ","16/01/2024  13:57:40,000","R","  59,3","      499687","        -400","       79987",
"25/07/2025  7:47:35,012","    90300000"," ","16/01/2024  13:57:40,000","R","  55,2","      136250","      -27618","       79986",
"25/07/2025  7:47:35,012","    90500000","RADIO LA VOZ DEL UPANO","24/07/2017  13:57:40,000","M"," 110,6","      152812","         705","       18209",
"25/07/2025  7:47:35,012","    90700000"," ","16/01/2024  13:57:40,000","R","  58,9","      486875","         369","       79955",
"25/07/2025  7:47:35,012","    90900000","LA RADIO DE LA ASAMBLEA NACIONAL","26/03/2013  13:57:40,000","R","  94,9","      148125","        -274","       60452",
"25/07/2025  7:47:35,012","    91300000"," ","16/01/2024  13:57:40,000","R","  61,9","      499687","          -7","       79923",
"25/07/2025  7:47:35,012","    91500000"," ","16/01/2024  13:57:40,000","R","  59,7","      127500","        2352","       79909",
"25/07/2025  7:47:35,012","    91700000","BONITA FM","02/06/2005  13:57:40,000","M"," 105,9","      174062","        -137","       62481",
"25/07/2025  7:47:35,012","    91900000"," ","16/01/2024  13:57:40,000","R","  54,5","      126562","       -2894","       79975",
"25/07/2025  7:47:35,012","    92100000"," ","16/01/2024  13:57:40,000","R","  59,4","      499687","        -327","       79980",
"25/07/2025  7:47:35,012","    92300000"," ","16/01/2024  13:57:40,000","R","  53,3","      499687","        -286","       79982",
"25/07/2025  7:47:35,012","    92500000"," ","16/01/2024  13:57:40,000","R","  54,5","      130937","        3452","       79943",
"25/07/2025  7:47:35,012","    92700000"," ","16/01/2024  13:57:40,000","R","  88,8","      120312","       37336","       79950",
"25/07/2025  7:47:35,012","    92900000","RADIO MIA FM (MAGNIFICA INTEGRACION AMAZÓNICA)","30/05/2017  13:57:40,000","R"," 104,8","      134375","        -562","       72925",
"25/07/2025  7:47:35,012","    93100000"," ","16/01/2024  13:57:40,000","R","  74,1","       66875","      -37842","       79953",
"25/07/2025  7:47:35,012","    93500000"," ","16/01/2024  13:57:40,000","R","  51,7","      499687","       -1530","       79954",
"25/07/2025  7:47:35,012","    93700000"," ","16/01/2024  13:57:40,000","R","  48,2","      499687","          76","       79938",
"25/07/2025  7:47:35,012","    93900000"," ","16/01/2024  13:57:40,000","R","  51,5","       45625","        1946","       79909",
"25/07/2025  7:47:35,012","    94100000","CANAL JUVENIL FM","12/05/1998  13:57:40,000","M","  65,8","       49375","        -275","       27322",
"25/07/2025  7:47:35,012","    94300000"," ","16/01/2024  13:57:40,000","R","  47,0","       75625","       -6208","       79957",
"25/07/2025  7:47:35,012","    94500000"," ","16/01/2024  13:57:40,000","R","  49,9","      499687","        -212","       79922",
"25/07/2025  7:47:35,012","    94700000"," ","16/01/2024  13:57:40,000","R","  56,5","      499687","        -432","       79972",
"25/07/2025  7:47:35,012","    94900000"," ","16/01/2024  13:57:40,000","R","  50,5","      499687","        -441","       79912",
"25/07/2025  7:47:35,012","    95100000"," ","16/01/2024  13:57:40,000","R","  47,2","      499687","         -70","       79977",
"25/07/2025  7:47:35,012","    95300000"," ","16/01/2024  13:57:40,000","R","  51,2","      499687","        1819","       79948",
"25/07/2025  7:47:35,012","    95500000"," ","16/01/2024  13:57:40,000","R","  44,7","      499687","         697","       79943",
"25/07/2025  7:47:35,012","    95700000"," ","16/01/2024  13:57:40,000","R","  44,9","      499687","       -1009","       79954",
"25/07/2025  7:47:35,012","    95900000"," ","16/01/2024  13:57:40,000","R","  46,4","      499687","         487","       79930",
"25/07/2025  7:47:35,012","    96100000","RADIO INTEROCEANICA","04/03/2021  13:57:40,000","R","  48,9","      499687","         324","       79965",
"25/07/2025  7:47:35,012","    96300000"," ","16/01/2024  13:57:40,000","R","  47,9","      499687","        1414","       79985",
"25/07/2025  7:47:35,012","    96500000"," ","16/01/2024  13:57:40,000","R","  54,3","      499687","       -4071","       79949",
"25/07/2025  7:47:35,012","    96700000"," ","16/01/2024  13:57:40,000","R","  47,2","      499687","         295","       79938",
"25/07/2025  7:47:35,012","    96900000"," ","16/01/2024  13:57:40,000","R","  51,0","      499687","       -1009","       79947",
"25/07/2025  7:47:35,012","    97100000"," ","16/01/2024  13:57:40,000","R","  48,4","      499687","          55","       79970",
"25/07/2025  7:47:35,012","    97300000"," ","16/01/2024  13:57:40,000","R","  51,0","      499687","       -1518","       79972",
"25/07/2025  7:47:35,012","    97500000"," ","16/01/2024  13:57:40,000","R","  50,3","      101250","         203","       79963",
"25/07/2025  7:47:35,012","    97700000","SISTEMA RADIAL OLIMPICA","09/01/2003  13:57:40,000","M","  89,8","       94062","       -1124","       36084",
"25/07/2025  7:47:35,012","    97900000"," ","16/01/2024  13:57:40,000","R","  48,0","       97500","         626","       79945",
"25/07/2025  7:47:35,012","    98100000"," ","16/01/2024  13:57:40,000","R","  53,1","      499687","        1229","       79921",
"25/07/2025  7:47:35,012","    98300000"," ","16/01/2024  13:57:40,000","R","  54,8","      139375","       16562","       79947",
"25/07/2025  7:47:35,012","    98500000","TU PANA","02/03/2021  13:57:40,000","R","  97,9","      196562","         151","       56417",
"25/07/2025  7:47:35,012","    98700000"," ","16/01/2024  13:57:40,000","R","  54,7","      499687","      -25661","       79981",
"25/07/2025  7:47:35,012","    98900000","RADIO MARIA","07/01/2021  13:57:40,000","R","  98,6","      140625","        -565","       61998",
"25/07/2025  7:47:35,012","    99100000"," ","16/01/2024  13:57:40,000","R","  52,7","      120312","         109","       79913",
"25/07/2025  7:47:35,012","    99300000"," ","16/01/2024  13:57:40,000","R","  56,8","      499687","         153","       79950",
"25/07/2025  7:47:35,012","    99500000"," ","16/01/2024  13:57:40,000","R","  49,3","      499687","         611","       79925",
"25/07/2025  7:47:35,012","    99700000"," ","16/01/2024  13:57:40,000","R","  52,7","      499687","       -1505","       79952",
"25/07/2025  7:47:35,012","    99900000"," ","16/01/2024  13:57:40,000","R","  59,0","      106875","       18295","       79962",
"25/07/2025  7:47:35,012","   100100000","LA RADIO FM DIGITAL 100.1","28/12/2001  13:57:40,000","M"," 108,8","      139375","        -103","       58148",
"25/07/2025  7:47:35,012","   100300000"," ","16/01/2024  13:57:40,000","R","  59,4","      499687","      -15732","       79977",
"25/07/2025  7:47:35,012","   100500000","RADIO RELOJ","03/03/2021  13:57:40,000","M"," 107,5","      154062","        -998","       69246",
"25/07/2025  7:47:35,012","   100700000"," ","16/01/2024  13:57:40,000","R","  50,5","      132812","      -16225","       79979",
"25/07/2025  7:47:35,012","   100900000"," ","16/01/2024  13:57:40,000","R","  50,3","      499687","         146","       79940",
"25/07/2025  7:47:35,012","   101100000"," ","16/01/2024  13:57:40,000","R","  51,1","      499687","       -1492","       79992",
"25/07/2025  7:47:35,012","   101300000"," ","16/01/2024  13:57:40,000","R","  55,8","      499687","        -282","       79917",
"25/07/2025  7:47:35,012","   101500000"," ","16/01/2024  13:57:40,000","R","  50,8","         937","        -377","       79962",
"25/07/2025  7:47:35,012","   101700000","RADIO UNIVERSITARIA PRIMICIAS DE LA CULTURA","04/07/2023  13:57:40,000","M","  99,2","         937","         -26","         195",
"25/07/2025  7:47:35,012","   101900000"," ","16/01/2024  13:57:40,000","R","  48,2","         937","         129","       79978",
"25/07/2025  7:47:35,012","   102100000"," ","16/01/2024  13:57:40,000","R","  52,6","      499687","         595","       79952",
"25/07/2025  7:47:35,012","   102300000"," ","16/01/2024  13:57:40,000","R","  58,1","       93125","       20441","       79981",
"25/07/2025  7:47:35,012","   102500000","RADIO KIRUBA 102.5 FM(NO AUTORIZADA)","30/04/1998  13:57:40,000","M","  91,4","      108125","         409","       35268",
"25/07/2025  7:47:35,012","   102700000"," ","16/01/2024  13:57:40,000","R","  53,0","      109687","      -18222","       79959",
"25/07/2025  7:47:35,012","   102900000"," ","16/01/2024  13:57:40,000","R","  52,6","      499687","        -822","       79917",
"25/07/2025  7:47:35,012","   103100000"," ","16/01/2024  13:57:40,000","R","  46,3","      111875","        -379","       79937",
"25/07/2025  7:47:35,012","   103300000"," ","16/01/2024  13:57:40,000","R","  64,5","      124687","       -2478","       60094",
"25/07/2025  7:47:35,012","   103500000"," ","16/01/2024  13:57:40,000","R","  48,4","      122187","        -849","       79962",
"25/07/2025  7:47:35,012","   103700000","RADIO IKIAM NO AUTORIZADA","22/11/2017  13:57:40,000","M","  46,4","      499687","         161","       79948",
"25/07/2025  7:47:35,012","   103900000"," ","16/01/2024  13:57:40,000","R","  45,5","      499687","         879","       79953",
"25/07/2025  7:47:35,012","   104100000"," ","16/01/2024  13:57:40,000","R","  61,3","      499687","         788","       79988",
"25/07/2025  7:47:35,012","   104300000"," ","16/01/2024  13:57:40,000","R","  45,5","      499687","       -6408","       79951",
"25/07/2025  7:47:35,012","   104500000"," ","16/01/2024  13:57:40,000","R","  46,1","      499687","         323","       79990",
"25/07/2025  7:47:35,012","   104700000"," ","16/01/2024  13:57:40,000","R","  45,9","      499687","        -855","       79943",
"25/07/2025  7:47:35,012","   104900000","SHALOM","28/01/2022  13:57:40,000"," ","  46,3","      499687","       -2218","       79970",
"25/07/2025  7:47:35,012","   105100000"," ","16/01/2024  13:57:40,000","R","  43,0","      499687","         263","       79950",
"25/07/2025  7:47:35,012","   105300000"," ","16/01/2024  13:57:40,000","R","  44,6","      499687","        -803","       79985",
"25/07/2025  7:47:35,012","   105500000"," ","16/01/2024  13:57:40,000","R","  44,8","      499687","         163","       79958",
"25/07/2025  7:47:35,012","   105700000"," ","16/01/2024  13:57:40,000","R","  46,4","      499687","         487","       79990",
"25/07/2025  7:47:35,012","   105900000"," ","16/01/2024  13:57:40,000","R","  42,4","      499687","        -651","       79947",
"25/07/2025  7:47:35,012","   106100000"," ","16/01/2024  13:57:40,000","R","  49,0","      499687","       -1706","       79985",
"25/07/2025  7:47:35,012","   106300000"," ","16/01/2024  13:57:40,000","R","  46,5","       41562","        -374","       79987",
"25/07/2025  7:47:35,012","   106500000","ESTELAR FM","02/03/2021  13:57:40,000","M","  74,2","       41562","         -99","       14655",
"25/07/2025  7:47:35,012","   106700000"," ","16/01/2024  13:57:40,000","R","  44,4","       58437","        -392","       79990",
"25/07/2025  7:47:35,012","   106900000"," ","16/01/2024  13:57:40,000","R","  46,1","      499687","         -34","       79960",
