"Tiempo","Frecuencia (Hz)","ESTACION","FECHA SUSCRIPCION","TIPO","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","FM (Hz)","Arch_ Info"
"14/07/2025  7:45:27,057","    92900000","RADIO MIA FM (MAGNIFICA INTEGRACION AMAZÓNICA)","30/05/2017  13:57:40,000","R"," 106,6","      121250","         -72","       71781",
"14/07/2025  7:45:27,057","    93100000"," ","16/01/2024  13:57:40,000","R","  89,0","      146875","      -36132","       79952",
"14/07/2025  7:45:27,057","    93500000"," ","16/01/2024  13:57:40,000","R","  45,9","      499687","       -3559","       79990",
"14/07/2025  7:45:27,057","    93700000"," ","16/01/2024  13:57:40,000","R","  46,1","      499687","         -53","       79927",
"14/07/2025  7:45:27,057","    93900000"," ","16/01/2024  13:57:40,000","R","  47,9","      118750","        1798","       79940",
"14/07/2025  7:45:27,057","    94100000","CANAL JUVENIL FM","12/05/1998  13:57:40,000","M","  66,3","      125000","        1242","       79253",
"14/07/2025  7:45:27,057","    94300000"," ","16/01/2024  13:57:40,000","R","  44,9","       79375","       -8091","       79943",
"14/07/2025  7:45:27,057","    94500000"," ","16/01/2024  13:57:40,000","R","  50,3","      499687","         387","       79950",
"14/07/2025  7:45:27,057","    94700000"," ","16/01/2024  13:57:40,000","R","  41,3","      499687","         238","       79955",
"14/07/2025  7:45:27,057","    94900000"," ","16/01/2024  13:57:40,000","R","  53,7","      499687","       -2028","       79908",
"14/07/2025  7:45:27,057","    95100000"," ","16/01/2024  13:57:40,000","R","  45,2","      499687","        -911","       79908",
"14/07/2025  7:45:27,057","    95300000"," ","16/01/2024  13:57:40,000","R","  50,7","      499687","         -18","       79985",
"14/07/2025  7:45:27,057","    95500000"," ","16/01/2024  13:57:40,000","R","  40,9","      499687","       -2519","       79923",
"14/07/2025  7:45:27,057","    95700000"," ","16/01/2024  13:57:40,000","R","  44,3","      499687","       -2733","       79950",
"14/07/2025  7:45:27,057","    95900000"," ","16/01/2024  13:57:40,000","R","  41,8","      499687","        1772","       79933",
"14/07/2025  7:45:27,057","    96100000","RADIO INTEROCEANICA","04/03/2021  13:57:40,000","R","  46,7","      499687","        1242","       79958",
"14/07/2025  7:45:27,057","    96300000"," ","16/01/2024  13:57:40,000","R","  42,3","      499687","         974","       79938",
"14/07/2025  7:45:27,057","    96500000"," ","16/01/2024  13:57:40,000","R","  53,2","      499687","        -793","       79907",
"14/07/2025  7:45:27,057","    96700000"," ","16/01/2024  13:57:40,000","R","  48,4","      499687","        -814","       79977",
"14/07/2025  7:45:27,057","    96900000"," ","16/01/2024  13:57:40,000","R","  49,8","      499687","        -641","       79937",
"14/07/2025  7:45:27,057","    97100000"," ","16/01/2024  13:57:40,000","R","  45,0","      499687","       -3621","       79985",
"14/07/2025  7:45:27,057","    97300000"," ","16/01/2024  13:57:40,000","R","  50,2","      499687","        1695","       79952",
"14/07/2025  7:45:27,057","    97500000"," ","16/01/2024  13:57:40,000","R","  41,5","       29062","         871","       79935",
"14/07/2025  7:45:27,057","    97700000","SISTEMA RADIAL OLIMPICA","09/01/2003  13:57:40,000","M","  89,9","       38437","       -1173","        2289",
"14/07/2025  7:45:27,057","    97900000"," ","16/01/2024  13:57:40,000","R","  46,8","       25937","        -100","       79945",
"14/07/2025  7:45:27,057","    98100000"," ","16/01/2024  13:57:40,000","R","  51,4","      316250","       -1012","       79908",
"14/07/2025  7:45:27,057","    98300000"," ","16/01/2024  13:57:40,000","R","  67,4","      138125","       40466","       79990",
"14/07/2025  7:45:27,057","    98500000","TU PANA","02/03/2021  13:57:40,000","R","  97,9","      243437","        2373","       79909",
"14/07/2025  7:45:27,057","    98700000"," ","16/01/2024  13:57:40,000","R","  82,3","      499687","      -45512","       79946",
"14/07/2025  7:45:27,057","    98900000","RADIO MARIA","07/01/2021  13:57:40,000","R","  99,3","      176250","         269","       79908",
"14/07/2025  7:45:27,057","    99100000"," ","16/01/2024  13:57:40,000","R","  48,0","      135625","         156","       79953",
"14/07/2025  7:45:27,057","    99300000"," ","16/01/2024  13:57:40,000","R","  56,0","      499687","        -348","       79970",
"14/07/2025  7:45:27,057","    99500000"," ","16/01/2024  13:57:40,000","R","  47,0","      499687","       -1063","       79932",
"14/07/2025  7:45:27,057","    99700000"," ","16/01/2024  13:57:40,000","R","  52,1","      499687","        3499","       79909",
"14/07/2025  7:45:27,057","    99900000"," ","16/01/2024  13:57:40,000","R","  58,1","      127187","       15476","       79982",
"14/07/2025  7:45:27,057","   100100000","LA RADIO FM DIGITAL 100.1","28/12/2001  13:57:40,000","M"," 109,4","      155937","        1909","       62292",
"14/07/2025  7:45:27,057","   100300000"," ","16/01/2024  13:57:40,000","R","  53,4","      475937","      -17938","       79971",
"14/07/2025  7:45:27,057","   100500000","RADIO RELOJ","03/03/2021  13:57:40,000","M"," 107,0","      148125","        -154","       76033",
"14/07/2025  7:45:27,057","   100700000"," ","16/01/2024  13:57:40,000","R","  49,6","      125000","       -3921","       79947",
"14/07/2025  7:45:27,057","   100900000"," ","16/01/2024  13:57:40,000","R","  47,4","      499687","        2435","       79946",
"14/07/2025  7:45:27,057","   101100000"," ","16/01/2024  13:57:40,000","R","  49,1","      499687","       -2578","       79935",
"14/07/2025  7:45:27,057","   101300000"," ","16/01/2024  13:57:40,000","R","  55,4","      499687","        2357","       79934",
"14/07/2025  7:45:27,057","   101500000"," ","16/01/2024  13:57:40,000","R","  45,6","         937","        2142","       79909",
"14/07/2025  7:45:27,057","   101700000","RADIO UNIVERSITARIA PRIMICIAS DE LA CULTURA","04/07/2023  13:57:40,000","M"," 100,3","         937","         -22","         175",
"14/07/2025  7:45:27,057","   101900000"," ","16/01/2024  13:57:40,000","R","  46,5","         937","        1765","       79956",
"14/07/2025  7:45:27,057","   102100000"," ","16/01/2024  13:57:40,000","R","  50,5","      499687","        -232","       79985",
"14/07/2025  7:45:27,057","   102300000"," ","16/01/2024  13:57:40,000","R","  58,8","      110625","       25729","       79951",
"14/07/2025  7:45:27,057","   102500000","RADIO KIRUBA 102.5 FM(NO AUTORIZADA)","30/04/1998  13:57:40,000","M","  91,8","      164062","       -1845","       45689",
"14/07/2025  7:45:27,057","   102700000"," ","16/01/2024  13:57:40,000","R","  53,4","      104687","      -28141","       79948",
"14/07/2025  7:45:27,057","   102900000"," ","16/01/2024  13:57:40,000","R","  52,6","      499687","       -1032","       79955",
"14/07/2025  7:45:27,057","   103100000"," ","16/01/2024  13:57:40,000","R","  45,4","      495312","       -1040","       79980",
"14/07/2025  7:45:27,057","   103300000"," ","16/01/2024  13:57:40,000","R","  64,2","      160937","        2347","       66483",
"14/07/2025  7:45:27,057","   103500000"," ","16/01/2024  13:57:40,000","R","  46,6","      124062","        -201","       79952",
"14/07/2025  7:45:27,057","   103700000","RADIO IKIAM NO AUTORIZADA","22/11/2017  13:57:40,000","M","  44,2","      499687","        -849","       79980",
"14/07/2025  7:45:27,057","   103900000"," ","16/01/2024  13:57:40,000","R","  57,3","      287500","        7499","       79934",
"14/07/2025  7:45:27,057","   104100000"," ","16/01/2024  13:57:40,000","R","  61,3","      472500","       -8956","       79912",
"14/07/2025  7:45:27,057","   104300000"," ","16/01/2024  13:57:40,000","R","  48,7","      290625","      -19085","       79953",
"14/07/2025  7:45:27,057","   104500000"," ","16/01/2024  13:57:40,000","R","  43,0","      499687","         653","       79938",
"14/07/2025  7:45:27,057","   104700000"," ","16/01/2024  13:57:40,000","R","  41,2","      499687","         -78","       79950",
"14/07/2025  7:45:27,057","   104900000","SHALOM","28/01/2022  13:57:40,000"," ","  43,8","      499687","       -1346","       79908",
"14/07/2025  7:45:27,057","   105100000"," ","16/01/2024  13:57:40,000","R","  40,3","      499687","       -3102","       79972",
"14/07/2025  7:45:27,057","   105300000"," ","16/01/2024  13:57:40,000","R","  47,6","      499687","        -724","       79985",
"14/07/2025  7:45:27,057","   105500000"," ","16/01/2024  13:57:40,000","R","  42,2","      499687","          65","       79978",
"14/07/2025  7:45:27,057","   105700000"," ","16/01/2024  13:57:40,000","R","  43,1","      499687","        1756","       79980",
"14/07/2025  7:45:27,057","   105900000"," ","16/01/2024  13:57:40,000","R","  40,6","      499687","         813","       79985",
"14/07/2025  7:45:27,057","   106100000"," ","16/01/2024  13:57:40,000","R","  48,6","      499687","          56","       79915",
"14/07/2025  7:45:27,057","   106300000"," ","16/01/2024  13:57:40,000","R","  42,6","      155625","         590","       79970",
"14/07/2025  7:45:27,057","   106500000","ESTELAR FM","02/03/2021  13:57:40,000","M","  73,6","      248437","        -806","       79907",
"14/07/2025  7:45:27,057","   106700000"," ","16/01/2024  13:57:40,000","R","  41,7","      174375","       -1334","       79952",
"14/07/2025  7:45:27,057","   106900000"," ","16/01/2024  13:57:40,000","R","  46,6","      499687","        1064","       79908",
"14/07/2025  7:45:27,057","   107100000"," ","16/01/2024  13:57:40,000","R","  42,6","      499687","        -996","       79967",
"14/07/2025  7:45:27,057","   107300000","LA VOZ DE ARUTAM (NO AUTORIZADA)","02/07/2004  13:57:40,000","M","  52,2","      499687","       -1651","       79913",
"14/07/2025  7:45:27,057","   107500000"," ","16/01/2024  13:57:40,000","R","  38,7","      499687","       -1166","       79999",
"14/07/2025  7:45:27,057","   107700000"," ","16/01/2024  13:57:40,000","R","  52,3","      499687","        1387","       79928",
"14/07/2025  7:45:27,057","   107900000"," ","16/01/2024  13:57:40,000","R","  41,1","      499687","        -463","       79985",
"14/07/2025  7:45:27,057","   108000000"," ","16/01/2024  13:57:40,000","R","  45,7","      499687","       18291","       79951",
"14/07/2025  7:45:48,397","    88100000"," ","16/01/2024  13:57:40,000","R","  59,3","      499687","      -28765","       79969",
"14/07/2025  7:45:48,397","    88300000"," ","16/01/2024  13:57:40,000","R","  55,5","       90312","        4787","       79950",
"14/07/2025  7:45:48,397","    88500000","PUBLICA FM","27/11/2015  13:57:40,000","R","  80,7","      131875","         210","       33809",
"14/07/2025  7:45:48,397","    88700000"," ","16/01/2024  13:57:40,000","R","  47,3","      110625","       -1027","       79970",
"14/07/2025  7:45:48,397","    88900000"," ","16/01/2024  13:57:40,000","R","  54,7","      499687","        -730","       79947",
"14/07/2025  7:45:48,397","    89100000"," ","16/01/2024  13:57:40,000","R","  51,4","      499687","         916","       79990",
"14/07/2025  7:45:48,397","    89300000","RADIO MORONA NO autorizada","04/03/2021  13:57:40,000","M","  62,5","      146562","      -26971","       79923",
"14/07/2025  7:45:48,397","    89500000"," ","16/01/2024  13:57:40,000","R"," 100,2","      195625","        -910","       79282",
"14/07/2025  7:45:48,397","    89700000","LA VOZ DE LA NAE","08/09/2021  13:57:40,000","M","  52,8","      125625","       -1814","       79960",
"14/07/2025  7:45:48,397","    89900000"," ","16/01/2024  13:57:40,000","R","  50,0","      499687","       -1457","       79948",
"14/07/2025  7:45:48,397","    90100000"," ","16/01/2024  13:57:40,000","R","  56,4","      499687","         988","       79908",
"14/07/2025  7:45:48,397","    90300000"," ","16/01/2024  13:57:40,000","R","  54,4","      140625","      -32157","       79957",
"14/07/2025  7:45:48,397","    90500000","RADIO LA VOZ DEL UPANO","24/07/2017  13:57:40,000","M"," 110,2","      126875","       -2871","       63506",
"14/07/2025  7:45:48,397","    90700000"," ","16/01/2024  13:57:40,000","R","  51,0","      111250","       -2024","       79942",
"14/07/2025  7:45:48,397","    90900000","LA RADIO DE LA ASAMBLEA NACIONAL","26/03/2013  13:57:40,000","R","  55,2","      499687","        -657","       79935",
"14/07/2025  7:45:48,397","    91300000"," ","16/01/2024  13:57:40,000","R","  56,0","      499687","        1319","       79948",
"14/07/2025  7:45:48,397","    91500000"," ","16/01/2024  13:57:40,000","R","  57,5","      130937","        2693","       79909",
"14/07/2025  7:45:48,397","    91700000","BONITA FM","02/06/2005  13:57:40,000","M"," 108,1","      162500","       -3349","       66151",
"14/07/2025  7:45:48,397","    91900000"," ","16/01/2024  13:57:40,000","R","  54,7","      129062","       -7652","       79942",
"14/07/2025  7:45:48,397","    92100000"," ","16/01/2024  13:57:40,000","R","  58,7","      499687","        -541","       79952",
"14/07/2025  7:45:48,397","    92300000"," ","16/01/2024  13:57:40,000","R","  48,2","      499687","        4526","       79945",
"14/07/2025  7:45:48,397","    92500000"," ","16/01/2024  13:57:40,000","R","  54,9","      139062","        7982","       79948",
"14/07/2025  7:45:48,397","    92700000"," ","16/01/2024  13:57:40,000","R","  90,0","      108125","       38718","       79933",
"14/07/2025  7:45:48,397","    92900000","RADIO MIA FM (MAGNIFICA INTEGRACION AMAZÓNICA)","30/05/2017  13:57:40,000","R"," 106,1","      119062","         -41","       69092",
"14/07/2025  7:45:48,397","    93100000"," ","16/01/2024  13:57:40,000","R","  84,3","      164687","      -35476","       79976",
"14/07/2025  7:45:48,397","    93500000"," ","16/01/2024  13:57:40,000","R","  49,2","      499687","       -3697","       79944",
"14/07/2025  7:45:48,397","    93700000"," ","16/01/2024  13:57:40,000","R","  48,1","      499687","          -9","       79908",
"14/07/2025  7:45:48,397","    93900000"," ","16/01/2024  13:57:40,000","R","  47,7","      116875","        1970","       79978",
"14/07/2025  7:45:48,397","    94100000","CANAL JUVENIL FM","12/05/1998  13:57:40,000","M","  66,4","      164687","         299","       74973",
"14/07/2025  7:45:48,397","    94300000"," ","16/01/2024  13:57:40,000","R","  44,1","      116562","       -6935","       79972",
"14/07/2025  7:45:48,397","    94500000"," ","16/01/2024  13:57:40,000","R","  50,1","      499687","         866","       79953",
"14/07/2025  7:45:48,397","    94700000"," ","16/01/2024  13:57:40,000","R","  42,4","      499687","         722","       79945",
"14/07/2025  7:45:48,397","    94900000"," ","16/01/2024  13:57:40,000","R","  47,7","      499687","        -131","       79962",
"14/07/2025  7:45:48,397","    95100000"," ","16/01/2024  13:57:40,000","R","  44,8","      499687","       -1388","       79980",
"14/07/2025  7:45:48,397","    95300000"," ","16/01/2024  13:57:40,000","R","  50,6","      499687","         -84","       79945",
"14/07/2025  7:45:48,397","    95500000"," ","16/01/2024  13:57:40,000","R","  42,1","      499687","       -1036","       79952",
"14/07/2025  7:45:48,397","    95700000"," ","16/01/2024  13:57:40,000","R","  43,4","      499687","        -476","       79954",
"14/07/2025  7:45:48,397","    95900000"," ","16/01/2024  13:57:40,000","R","  41,1","      499687","         841","       79980",
"14/07/2025  7:45:48,397","    96100000","RADIO INTEROCEANICA","04/03/2021  13:57:40,000","R","  46,8","      499687","          98","       79968",
"14/07/2025  7:45:48,397","    96300000"," ","16/01/2024  13:57:40,000","R","  42,6","      499687","        2806","       79944",
"14/07/2025  7:45:48,397","    96500000"," ","16/01/2024  13:57:40,000","R","  52,6","      499687","       -1738","       79908",
"14/07/2025  7:45:48,397","    96700000"," ","16/01/2024  13:57:40,000","R","  45,0","      499687","         106","       79935",
"14/07/2025  7:45:48,397","    96900000"," ","16/01/2024  13:57:40,000","R","  50,9","      499687","        2548","       79952",
"14/07/2025  7:45:48,397","    97100000"," ","16/01/2024  13:57:40,000","R","  45,9","      499687","       -1125","       79982",
"14/07/2025  7:45:48,397","    97300000"," ","16/01/2024  13:57:40,000","R","  47,8","      499687","        -822","       79945",
"14/07/2025  7:45:48,397","    97500000"," ","16/01/2024  13:57:40,000","R","  41,1","       55000","        1861","       79953",
"14/07/2025  7:45:48,397","    97700000","SISTEMA RADIAL OLIMPICA","09/01/2003  13:57:40,000","M","  89,9","       48437","       -1159","       18733",
"14/07/2025  7:45:48,397","    97900000"," ","16/01/2024  13:57:40,000","R","  46,5","       32500","       -2760","       79954",
"14/07/2025  7:45:48,397","    98100000"," ","16/01/2024  13:57:40,000","R","  53,0","      256562","        1452","       79952",
"14/07/2025  7:45:48,397","    98300000"," ","16/01/2024  13:57:40,000","R","  81,1","      204062","       40529","       79939",
"14/07/2025  7:45:48,397","    98500000","TU PANA","02/03/2021  13:57:40,000","R","  98,7","      259062","       -1883","       79908",
"14/07/2025  7:45:48,397","    98700000"," ","16/01/2024  13:57:40,000","R","  67,1","      499687","      -45254","       79974",
"14/07/2025  7:45:48,397","    98900000","RADIO MARIA","07/01/2021  13:57:40,000","R","  99,2","      130000","        -461","       59527",
"14/07/2025  7:45:48,397","    99100000"," ","16/01/2024  13:57:40,000","R","  47,1","      110625","        -302","       79927",
"14/07/2025  7:45:48,397","    99300000"," ","16/01/2024  13:57:40,000","R","  56,5","      499687","        1336","       79923",
"14/07/2025  7:45:48,397","    99500000"," ","16/01/2024  13:57:40,000","R","  48,4","      499687","        -320","       79917",
"14/07/2025  7:45:48,397","    99700000"," ","16/01/2024  13:57:40,000","R","  51,5","      499687","        1981","       79952",
"14/07/2025  7:45:48,397","    99900000"," ","16/01/2024  13:57:40,000","R","  54,6","      136250","       15012","       79963",
"14/07/2025  7:45:48,397","   100100000","LA RADIO FM DIGITAL 100.1","28/12/2001  13:57:40,000","M"," 109,6","      160937","        1283","       63668",
"14/07/2025  7:45:48,397","   100300000"," ","16/01/2024  13:57:40,000","R","  58,7","      499687","      -13191","       79985",
"14/07/2025  7:45:48,397","   100500000","RADIO RELOJ","03/03/2021  13:57:40,000","M"," 107,0","      171875","         580","       79908",
"14/07/2025  7:45:48,397","   100700000"," ","16/01/2024  13:57:40,000","R","  52,0","      139375","      -11923","       79944",
"14/07/2025  7:45:48,397","   100900000"," ","16/01/2024  13:57:40,000","R","  47,6","      499687","        4085","       79937",
"14/07/2025  7:45:48,397","   101100000"," ","16/01/2024  13:57:40,000","R","  46,2","      499687","         345","       79908",
"14/07/2025  7:45:48,397","   101300000"," ","16/01/2024  13:57:40,000","R","  55,6","      499687","        -953","       79927",
"14/07/2025  7:45:48,397","   101500000"," ","16/01/2024  13:57:40,000","R","  49,5","         937","        -365","       79942",
"14/07/2025  7:45:48,397","   101700000","RADIO UNIVERSITARIA PRIMICIAS DE LA CULTURA","04/07/2023  13:57:40,000","M"," 100,2","         937","         -26","         163",
"14/07/2025  7:45:48,397","   101900000"," ","16/01/2024  13:57:40,000","R","  44,4","         937","        2953","       79993",
"14/07/2025  7:45:48,397","   102100000"," ","16/01/2024  13:57:40,000","R","  50,1","      499687","         641","       79938",
"14/07/2025  7:45:48,397","   102300000"," ","16/01/2024  13:57:40,000","R","  58,0","      132812","       24948","       79947",
"14/07/2025  7:45:48,397","   102500000","RADIO KIRUBA 102.5 FM(NO AUTORIZADA)","30/04/1998  13:57:40,000","M","  92,0","      145312","         637","       46408",
"14/07/2025  7:45:48,397","   102700000"," ","16/01/2024  13:57:40,000","R","  57,8","      120937","      -27498","       79985",
"14/07/2025  7:45:48,397","   102900000"," ","16/01/2024  13:57:40,000","R","  52,1","      499687","        -388","       79935",
"14/07/2025  7:45:48,397","   103100000"," ","16/01/2024  13:57:40,000","R","  40,9","      113437","        -853","       79955",
"14/07/2025  7:45:48,397","   103300000"," ","16/01/2024  13:57:40,000","R","  64,7","      125000","        -845","       65683",
"14/07/2025  7:45:48,397","   103500000"," ","16/01/2024  13:57:40,000","R","  45,5","      109375","        -260","       79932",
"14/07/2025  7:45:48,397","   103700000","RADIO IKIAM NO AUTORIZADA","22/11/2017  13:57:40,000","M","  44,2","      499687","        -657","       79967",
"14/07/2025  7:45:48,397","   103900000"," ","16/01/2024  13:57:40,000","R","  58,6","      488125","        7364","       79916",
"14/07/2025  7:45:48,397","   104100000"," ","16/01/2024  13:57:40,000","R","  61,1","      445000","       -3766","       79909",
"14/07/2025  7:45:48,397","   104300000"," ","16/01/2024  13:57:40,000","R","  50,6","      257812","      -16968","       79954",
"14/07/2025  7:45:48,397","   104500000"," ","16/01/2024  13:57:40,000","R","  42,2","      499687","        -121","       79960",
"14/07/2025  7:45:48,397","   104700000"," ","16/01/2024  13:57:40,000","R","  38,8","      499687","        1263","       79960",
"14/07/2025  7:45:48,397","   104900000","SHALOM","28/01/2022  13:57:40,000"," ","  44,2","      499687","         183","       79988",
"14/07/2025  7:45:48,397","   105100000"," ","16/01/2024  13:57:40,000","R","  40,1","      499687","       -2151","       79982",
"14/07/2025  7:45:48,397","   105300000"," ","16/01/2024  13:57:40,000","R","  40,7","      499687","       -1120","       79950",
"14/07/2025  7:45:48,397","   105500000"," ","16/01/2024  13:57:40,000","R","  41,9","      499687","        1038","       79948",
"14/07/2025  7:45:48,397","   105700000"," ","16/01/2024  13:57:40,000","R","  42,3","      499687","        1868","       79929",
"14/07/2025  7:45:48,397","   105900000"," ","16/01/2024  13:57:40,000","R","  38,0","      499687","         859","       79920",
"14/07/2025  7:45:48,397","   106100000"," ","16/01/2024  13:57:40,000","R","  47,8","      499687","        -563","       79927",
"14/07/2025  7:45:48,397","   106300000"," ","16/01/2024  13:57:40,000","R","  49,7","      157187","        -124","       79957",
"14/07/2025  7:45:48,397","   106500000","ESTELAR FM","02/03/2021  13:57:40,000","M","  73,5","       95000","         -28","       20873",
"14/07/2025  7:45:48,397","   106700000"," ","16/01/2024  13:57:40,000","R","  38,9","      158125","        -233","       79942",
"14/07/2025  7:45:48,397","   106900000"," ","16/01/2024  13:57:40,000","R","  45,8","      499687","          61","       79930",
"14/07/2025  7:45:48,397","   107100000"," ","16/01/2024  13:57:40,000","R","  43,5","      499687","       -1208","       79982",
"14/07/2025  7:45:48,397","   107300000","LA VOZ DE ARUTAM (NO AUTORIZADA)","02/07/2004  13:57:40,000","M","  53,6","      499687","       -1189","       79942",
"14/07/2025  7:45:48,397","   107500000"," ","16/01/2024  13:57:40,000","R","  41,3","      499687","       -1034","       79977",
"14/07/2025  7:45:48,397","   107700000"," ","16/01/2024  13:57:40,000","R","  52,8","      499687","         347","       79923",
"14/07/2025  7:45:48,397","   107900000"," ","16/01/2024  13:57:40,000","R","  42,0","      499687","       -1059","       79940",
"14/07/2025  7:45:48,397","   108000000"," ","16/01/2024  13:57:40,000","R","  48,5","      499687","       13042","       79962",
"14/07/2025  7:46:09,648","    88100000"," ","16/01/2024  13:57:40,000","R","  58,7","      499687","      -31853","       79951",
"14/07/2025  7:46:09,648","    88300000"," ","16/01/2024  13:57:40,000","R","  56,4","      109375","        1946","       79934",
"14/07/2025  7:46:09,648","    88500000","PUBLICA FM","27/11/2015  13:57:40,000","R","  81,4","      117812","         -52","       45246",
"14/07/2025  7:46:09,648","    88700000"," ","16/01/2024  13:57:40,000","R","  43,2","      110937","         267","       79948",
"14/07/2025  7:46:09,648","    88900000"," ","16/01/2024  13:57:40,000","R","  55,6","      499687","        -813","       79907",
"14/07/2025  7:46:09,648","    89100000"," ","16/01/2024  13:57:40,000","R","  51,7","      499687","         -25","       79962",
"14/07/2025  7:46:09,648","    89300000","RADIO MORONA NO autorizada","04/03/2021  13:57:40,000","M","  63,4","      169687","      -28618","       79953",
"14/07/2025  7:46:09,648","    89500000"," ","16/01/2024  13:57:40,000","R"," 100,4","      138125","        -773","       64988",
"14/07/2025  7:46:09,648","    89700000","LA VOZ DE LA NAE","08/09/2021  13:57:40,000","M","  49,1","      166562","       -2138","       79941",
"14/07/2025  7:46:09,648","    89900000"," ","16/01/2024  13:57:40,000","R","  51,8","      499687","       -1744","       79925",
"14/07/2025  7:46:09,648","    90100000"," ","16/01/2024  13:57:40,000","R","  58,0","      499687","        -969","       79943",
"14/07/2025  7:46:09,648","    90300000"," ","16/01/2024  13:57:40,000","R","  52,4","      109062","      -40188","       79990",
"14/07/2025  7:46:09,648","    90500000","RADIO LA VOZ DEL UPANO","24/07/2017  13:57:40,000","M"," 109,9","       48125","         481","       21282",
"14/07/2025  7:46:09,648","    90700000"," ","16/01/2024  13:57:40,000","R","  52,1","      108437","       -2485","       79961",
"14/07/2025  7:46:09,648","    90900000","LA RADIO DE LA ASAMBLEA NACIONAL","26/03/2013  13:57:40,000","R","  55,3","      499687","         -85","       79907",
"14/07/2025  7:46:09,648","    91300000"," ","16/01/2024  13:57:40,000","R","  55,4","      499687","        1910","       79909",
"14/07/2025  7:46:09,648","    91500000"," ","16/01/2024  13:57:40,000","R","  55,9","      133125","       -1491","       79908",
"14/07/2025  7:46:09,648","    91700000","BONITA FM","02/06/2005  13:57:40,000","M"," 107,9","      160312","        2136","       64652",
"14/07/2025  7:46:09,648","    91900000"," ","16/01/2024  13:57:40,000","R","  52,1","      130000","       -4801","       79910",
"14/07/2025  7:46:09,648","    92100000"," ","16/01/2024  13:57:40,000","R","  57,1","      499687","         192","       79908",
"14/07/2025  7:46:09,648","    92300000"," ","16/01/2024  13:57:40,000","R","  48,2","      499687","        4545","       79963",
"14/07/2025  7:46:09,648","    92500000"," ","16/01/2024  13:57:40,000","R","  58,7","      137500","       10016","       79952",
"14/07/2025  7:46:09,648","    92700000"," ","16/01/2024  13:57:40,000","R","  85,8","      123125","       38348","       79929",
"14/07/2025  7:46:09,648","    92900000","RADIO MIA FM (MAGNIFICA INTEGRACION AMAZÓNICA)","30/05/2017  13:57:40,000","R"," 105,8","      103750","        -476","       29681",
"14/07/2025  7:46:09,648","    93100000"," ","16/01/2024  13:57:40,000","R","  84,8","      168437","      -35748","       79928",
"14/07/2025  7:46:09,648","    93500000"," ","16/01/2024  13:57:40,000","R","  45,2","      499687","       -3397","       79919",
"14/07/2025  7:46:09,648","    93700000"," ","16/01/2024  13:57:40,000","R","  47,7","      499687","        -289","       79947",
"14/07/2025  7:46:09,648","    93900000"," ","16/01/2024  13:57:40,000","R","  51,4","      143750","        3610","       79976",
"14/07/2025  7:46:09,648","    94100000","CANAL JUVENIL FM","12/05/1998  13:57:40,000","M","  66,9","       57812","         498","       53085",
"14/07/2025  7:46:09,648","    94300000"," ","16/01/2024  13:57:40,000","R","  43,9","       11250","       -8658","       79950",
"14/07/2025  7:46:09,648","    94500000"," ","16/01/2024  13:57:40,000","R","  51,7","      499687","         -96","       79952",
"14/07/2025  7:46:09,648","    94700000"," ","16/01/2024  13:57:40,000","R","  41,6","      499687","          36","       79995",
"14/07/2025  7:46:09,648","    94900000"," ","16/01/2024  13:57:40,000","R","  46,6","      499687","       -1311","       79992",
"14/07/2025  7:46:09,648","    95100000"," ","16/01/2024  13:57:40,000","R","  44,1","      499687","        1553","       79983",
"14/07/2025  7:46:09,648","    95300000"," ","16/01/2024  13:57:40,000","R","  50,9","      499687","         632","       79938",
"14/07/2025  7:46:09,648","    95500000"," ","16/01/2024  13:57:40,000","R","  44,6","      499687","        -673","       79942",
"14/07/2025  7:46:09,648","    95700000"," ","16/01/2024  13:57:40,000","R","  44,0","      499687","       -2538","       79945",
"14/07/2025  7:46:09,648","    95900000"," ","16/01/2024  13:57:40,000","R","  41,0","      499687","         675","       79967",
"14/07/2025  7:46:09,648","    96100000","RADIO INTEROCEANICA","04/03/2021  13:57:40,000","R","  46,9","      499687","        -233","       79950",
"14/07/2025  7:46:09,648","    96300000"," ","16/01/2024  13:57:40,000","R","  42,1","      499687","        2031","       79943",
"14/07/2025  7:46:09,648","    96500000"," ","16/01/2024  13:57:40,000","R","  52,8","      499687","       -1739","       79908",
"14/07/2025  7:46:09,648","    96700000"," ","16/01/2024  13:57:40,000","R","  47,7","      499687","        1178","       79950",
"14/07/2025  7:46:09,648","    96900000"," ","16/01/2024  13:57:40,000","R","  49,7","      499687","        3251","       79924",
"14/07/2025  7:46:09,648","    97100000"," ","16/01/2024  13:57:40,000","R","  47,6","      499687","       -1430","       79940",
"14/07/2025  7:46:09,648","    97300000"," ","16/01/2024  13:57:40,000","R","  47,6","      499687","        1628","       79992",
"14/07/2025  7:46:09,648","    97500000"," ","16/01/2024  13:57:40,000","R","  45,2","       62812","        -782","       79947",
"14/07/2025  7:46:09,648","    97700000","SISTEMA RADIAL OLIMPICA","09/01/2003  13:57:40,000","M","  89,8","       98125","       -1152","       25261",
"14/07/2025  7:46:09,648","    97900000"," ","16/01/2024  13:57:40,000","R","  47,3","       76562","       -1069","       79925",
"14/07/2025  7:46:09,648","    98100000"," ","16/01/2024  13:57:40,000","R","  50,9","      337187","         150","       79918",
